kommune,locality,utm,N,E,date,month,year,site,stage,obs
Melhus,Storr<f8>nningen,32V,"7011901","563437",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011902","563431",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011904","563426",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011901","563425",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011908","563429",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011909","563434",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011938","563446",15.07.2020,juli,"2020",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011931","563443",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011940","563425",15.07.2020,juli,"2020",Storr,stad3,"13"
Melhus,Storr<f8>nningen,32V,"7011943","563429",15.07.2020,juli,"2020",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32V,"7011944","563435",15.07.2020,juli,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011945","563446",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011936","563429",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011937","563419",15.07.2020,juli,"2020",Storr,stad3,"19"
Melhus,Storr<f8>nningen,32V,"7011938","563413",15.07.2020,juli,"2020",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011940","563408",15.07.2020,juli,"2020",Storr,stad3,"57"
Melhus,Storr<f8>nningen,32V,"7011936","563406",15.07.2020,juli,"2020",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011936","563409",15.07.2020,juli,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011936","563402",15.07.2020,juli,"2020",Storr,stad3,"30"
Melhus,Storr<f8>nningen,32V,"7011935","563400",15.07.2020,juli,"2020",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011936","563397",15.07.2020,juli,"2020",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011932","563394",15.07.2020,juli,"2020",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011934","563391",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011927","563405",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011923","563417",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011923","563421",15.07.2020,juli,"2020",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32V,"7011906","563342",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011904","563338",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011908","563315",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011901","563311",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011907","563303",15.07.2020,juli,"2020",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011909","563299",15.07.2020,juli,"2020",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011910","563293",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011910","563282",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011911","563277",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011926","563259",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011938","563243",15.07.2020,juli,"2020",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011937","563239",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011950","563229",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011956","563214",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011960","563209",15.07.2020,juli,"2020",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011962","563204",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011955","563206",15.07.2020,juli,"2020",Storr,stad3,"13"
Melhus,Storr<f8>nningen,32V,"7011961","563198",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011967","563201",15.07.2020,juli,"2020",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011965","563187",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011961","563192",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011950","563193",15.07.2020,juli,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011933","563203",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011940","563200",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011950","563187",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011951","563184",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011955","563179",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011957","563172",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011973","563176",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011995","563165",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011983","563152",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011989","563146",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7012008","563144",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011995","563246",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011994","563279",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011992","563306",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011988","563341",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011985","563347",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011984","563354",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011981","563364",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011980","563371",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011980","563390",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011979","563396",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011979","563394",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011938","563388",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011939","563394",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011888","563418",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011885","563419",15.07.2020,juli,"2020",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32V,"7011881","563406",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011887","563412",15.07.2020,juli,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011901","563469",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011904","563455",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011901","563447",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011902","563436",17.08.2020,august,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32 V,"7011898","563438",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011898","563441",17.08.2020,august,"2020",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32 V,"7011888","563444",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011894","563432",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011893","563441",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011896","563437",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011897","563431",17.08.2020,august,"2020",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32 V,"7011899","563426",17.08.2020,august,"2020",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32 V,"7011899","563430",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011901","563434",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011905","563427",17.08.2020,august,"2020",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32 V,"7011892","563423",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011888","563420",17.08.2020,august,"2020",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32 V,"7011891","563412",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011889","563405",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011937","563439",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011942","563435",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011942","563427",17.08.2020,august,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32 V,"7011946","563427",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011937","563415",17.08.2020,august,"2020",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32 V,"7011940","563414",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011939","563411",17.08.2020,august,"2020",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32 V,"7011940","563408",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011937","563409",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011941","563409",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011939","563406",17.08.2020,august,"2020",Storr,stad3,"70"
Melhus,Storr<f8>nningen,32 V,"7011936","563403",17.08.2020,august,"2020",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32 V,"7011938","563404",17.08.2020,august,"2020",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32 V,"7011941","563405",17.08.2020,august,"2020",Storr,stad3,"40"
Melhus,Storr<f8>nningen,32 V,"7011940","563402",17.08.2020,august,"2020",Storr,stad3,"15"
Melhus,Storr<f8>nningen,32 V,"7011938","563402",17.08.2020,august,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32 V,"7011940","563399",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011941","563394",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011936","563394",17.08.2020,august,"2020",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32 V,"7011924","563379",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011922","563376",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011914","563350",17.08.2020,august,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32 V,"7011913","563347",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011914","563344",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011909","563343",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011914","563335",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011911","563327",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011912","563292",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011919","563285",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011914","563278",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011923","563266",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011936","563247",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011944","563239",17.08.2020,august,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32 V,"7011943","563231",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011950","563229",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011958","563215",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011959","563211",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011961","563208",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011962","563203",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011966","563202",17.08.2020,august,"2020",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32 V,"7011965","563197",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011969","563183",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011964","563187",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011933","563204",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011930","563207",18.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011940","563197",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011947","563190",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011947","563185",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011953","563180",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011955","563179",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011955","563176",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011958","563173",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011959","563169",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011963","563167",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011968","563164",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011969","563156",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011971","563153",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7012007","563141",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011993","563143",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011981","563154",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011976","563158",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011995","563280",17.08.2020,august,"2020",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32 V,"7011993","563308",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011991","563339",17.08.2020,august,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32 V,"7011988","563346",17.08.2020,august,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32 V,"7011988","563349",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32 V,"7011987","563356",17.08.2020,august,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32 V,"7011985","563363",17.08.2020,august,"2020",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011900","563472",16.06.2021,juni,"2021",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011901","563445",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011902","563436",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011902","563427",16.06.2021,juni,"2021",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011900","563429",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011899","563430",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011898","563432",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011897","563434",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011899","563437",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011897","563439",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011895","563438",16.06.2021,juni,"2021",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011895","563441",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011894","563443",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011894","563446",16.06.2021,juni,"2021",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011891","563445",16.06.2021,juni,"2021",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011891","563448",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011891","563451",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011890","563437",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011893","563437",16.06.2021,juni,"2021",Storr,stad3,"11"
Melhus,Storr<f8>nningen,32V,"7011893","563433",16.06.2021,juni,"2021",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011895","563433",16.06.2021,juni,"2021",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011897","563436",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011892","563439",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011896","563429",16.06.2021,juni,"2021",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32V,"7011903","563426",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011899","563428",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011900","563432",16.06.2021,juni,"2021",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011902","563433",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011890","563429",16.06.2021,juni,"2021",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011892","563428",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011892","563425",16.06.2021,juni,"2021",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011888","563426",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011889","563423",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011895","563421",16.06.2021,juni,"2021",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011893","563430",16.06.2021,juni,"2021",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011907","563426",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011930","563442",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011933","563438",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011934","563435",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011928","563448",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011924","563421",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011924","563418",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011924","563415",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011920","563418",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011939","563431",16.06.2021,juni,"2021",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011941","563434",16.06.2021,juni,"2021",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011943","563438",16.06.2021,juni,"2021",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011940","563430",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011943","563426",16.06.2021,juni,"2021",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011941","563426",16.06.2021,juni,"2021",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011935","563417",16.06.2021,juni,"2021",Storr,stad3,"15"
Melhus,Storr<f8>nningen,32V,"7011935","563415",16.06.2021,juni,"2021",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32V,"7011935","563412",16.06.2021,juni,"2021",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011936","563413",16.06.2021,juni,"2021",Storr,stad3,"24"
Melhus,Storr<f8>nningen,32V,"7011936","563411",16.06.2021,juni,"2021",Storr,stad3,"32"
Melhus,Storr<f8>nningen,32V,"7011935","563408",16.06.2021,juni,"2021",Storr,stad3,"26"
Melhus,Storr<f8>nningen,32V,"7011937","563408",16.06.2021,juni,"2021",Storr,stad3,"63"
Melhus,Storr<f8>nningen,32V,"7011937","563406",16.06.2021,juni,"2021",Storr,stad3,"56"
Melhus,Storr<f8>nningen,32V,"7011937","563404",16.06.2021,juni,"2021",Storr,stad3,"46"
Melhus,Storr<f8>nningen,32V,"7011935","563405",16.06.2021,juni,"2021",Storr,stad3,"28"
Melhus,Storr<f8>nningen,32V,"7011935","563402",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011937","563402",16.06.2021,juni,"2021",Storr,stad3,"21"
Melhus,Storr<f8>nningen,32V,"7011934","563398",16.06.2021,juni,"2021",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011937","563399",16.06.2021,juni,"2021",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32V,"7011932","563391",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011921","563379",16.06.2021,juni,"2021",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011911","563356",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011912","563352",16.06.2021,juni,"2021",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011913","563349",16.06.2021,juni,"2021",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011912","563343",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011910","563338",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011911","563334",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011911","563328",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011912","563318",16.06.2021,juni,"2021",Storr,stad3,"13"
Melhus,Storr<f8>nningen,32V,"7011907","563321",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011905","563324",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011901","563312",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011912","563305",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011911","563309",16.06.2021,juni,"2021",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011909","563305",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011912","563300",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011915","563291",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011913","563279",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011914","563272",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011920","563266",16.06.2021,juni,"2021",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011920","563257",16.06.2021,juni,"2021",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011926","563259",16.06.2021,juni,"2021",Storr,stad3,"1"
